block_start,block_end,average_distance
1,13,0.44276220703125
2,14,0.39077685546875
3,15,0.38185791015625
4,16,0.370365234375
5,17,0.36948095703125
6,18,0.3700625
7,19,0.36853173828125
8,20,0.3673017578125
9,21,0.3713271484375
10,22,0.37132080078125
11,23,0.3710927734375
12,24,0.37021923828125
13,25,0.36675
14,26,0.35772412109375
15,27,0.35317529296875
16,28,0.34559326171875
17,29,0.335888671875
18,30,0.332935546875
19,31,0.34002880859375
20,32,0.385833984375
