block_start,block_end,average_distance
1,13,0.42116943359375
2,14,0.411291015625
3,15,0.392166015625
4,16,0.39304345703125
5,17,0.387998046875
6,18,0.3894365234375
7,19,0.3885751953125
8,20,0.385521484375
9,21,0.38613720703125
10,22,0.38822509765625
11,23,0.39296630859375
12,24,0.39560888671875
13,25,0.3930927734375
14,26,0.38232861328125
15,27,0.37722412109375
16,28,0.3645869140625
17,29,0.35857958984375
18,30,0.34655126953125
19,31,0.35401904296875
20,32,0.4292880859375
