block_start,block_end,average_distance
1,13,0.4279521484375
2,14,0.41127685546875
3,15,0.39370068359375
4,16,0.3925234375
5,17,0.38302880859375
6,18,0.37654541015625
7,19,0.36987109375
8,20,0.37163720703125
9,21,0.36903125
10,22,0.373939453125
11,23,0.3716884765625
12,24,0.37354541015625
13,25,0.37315478515625
14,26,0.37050341796875
15,27,0.365744140625
16,28,0.3573701171875
17,29,0.35161572265625
18,30,0.3515283203125
19,31,0.35074462890625
20,32,0.37042578125
